trust_score,success_rate,failures,latency,cpu_usage,failure_risk
86,0.939031769383804,8,72.8158899278534,22.34891049724164,0
49,0.6458821351437103,6,18.719376833179837,54.13399877896583,1
58,0.9222539942490807,15,48.51821338720944,54.39763204028784,1
79,0.7173654004654431,18,85.28252193381262,34.052806379084195,1
62,0.786638863703582,13,109.64900005141438,48.95985996435244,1
42,0.6634814920516675,17,44.30930935195728,38.32533056445986,1
55,0.6477607314480067,10,115.76463729272338,22.240080452410012,1
97,0.6142353588443769,9,70.01205906868537,25.8975204961007,1
69,0.8403313621410147,19,94.64647072401885,50.082761080235,1
79,0.6943194687121921,10,74.00812991768234,23.149341835413995,1
68,0.6042941638252709,10,68.53131569626586,61.15534659360968,1
80,0.8109430227436041,13,88.75910373008085,58.23889456282888,1
96,0.8793360033847643,15,102.50408655141636,43.05277542244205,1
57,0.6428355102192267,6,114.72729757141569,81.30755998537495,1
56,0.6384946558979506,10,51.53312117714018,56.99929162921128,1
80,0.749577154697564,10,115.91861782569461,58.990321583610154,1
73,0.8989020939001847,4,92.21330382160727,76.1870375605993,1
83,0.9471181322734942,5,57.52045497948975,40.52623977161383,0
64,0.8176274736177223,7,40.298779753837486,78.24209442119358,0
66,0.6054002850343673,4,16.631566605060826,35.82616347879195,1
88,0.8897195576091623,2,32.031838591703846,57.865114790574204,0
55,0.9629602104401507,6,75.60914556452776,23.394370183037683,1
81,0.8942726030863294,5,34.270904488048515,31.378369239431002,0
80,0.8805517950843067,13,108.95629978243487,82.17634928523485,1
86,0.9753757140508109,9,46.70494158717788,48.566851315555255,0
46,0.9768236988539223,2,83.98697715590077,38.72942109665311,1
68,0.7427081074569052,18,6.5926484925943525,79.91937222259278,1
69,0.6645164359493183,9,54.06548599861112,82.79610599331295,1
73,0.7726351473825648,5,36.53681667854684,80.25034352362646,0
64,0.6684895151536064,8,116.34278827133102,53.13400505217323,1
49,0.978042013110128,17,69.86210576795106,83.74206636844247,1
70,0.7303268235213196,18,6.268954889579739,60.21889912572077,1
47,0.8049424781607052,4,74.78516348688389,81.44897129869805,1
86,0.6744882439204248,14,62.41036236066308,67.22496567795059,1
46,0.6555260637481103,7,111.01268440882785,53.19621995425339,1
54,0.7339777596698227,6,74.65117312620932,45.18775545423572,1
66,0.6055156346840203,13,65.48865782916877,29.75790136531375,1
71,0.752989163279381,7,102.46458916432584,78.86029487297816,1
55,0.6021370306064611,4,75.15910687482197,56.358509674634504,1
42,0.9696903856768173,15,6.572113424344666,82.0825446125871,1
86,0.9022949599889589,7,37.960384239975276,76.55167147050841,0
80,0.7625186827262703,3,104.59114545100331,74.08188450510018,1
56,0.6665943254622995,14,96.65051612145487,50.82334630352251,1
41,0.7503942649612269,1,53.80056102138173,83.42909909081607,1
86,0.8869161276767856,15,76.05885570494436,55.803845129379525,0
92,0.7649780690448202,9,52.77110212575354,27.787046766171855,0
49,0.7926364045580178,4,6.326778081271311,68.74072039655992,1
93,0.6794191401982337,8,99.79566365348134,54.83940979509688,1
59,0.8256173920429759,1,79.3020516948363,83.49880334286608,1
82,0.842661547280737,13,38.70211535237036,34.6627635617109,0
46,0.9559231628591414,11,23.621085215548312,72.23681859615701,1
90,0.8042120315989013,18,58.97493610952177,66.13586201307717,0
74,0.6904308516445508,3,19.09212937723116,64.80215439534679,1
89,0.6992025354070464,13,47.2089808773087,36.080268817470035,1
64,0.6669274902579247,9,93.92224601919438,46.0795699507448,1
51,0.9447215352815664,13,115.73631472654485,37.85365473869146,1
52,0.7847869912029676,2,39.05545606127,52.88938381849904,1
81,0.6800489235098737,18,96.41370107244734,72.70269959873448,1
73,0.6115210291440026,2,83.46596899081271,28.230712621246514,1
99,0.7222685874365188,10,53.30751959157324,80.98641207576944,1
62,0.655816805182682,20,87.52284644538923,34.158196753325754,1
86,0.8337283119703307,5,30.945781472818844,63.01753748611813,0
55,0.922012130651058,6,47.042375335001445,49.003165352049464,1
76,0.7043188293706651,19,38.9006734492868,61.924965280965566,1
66,0.7122696358104671,15,6.842505084254096,78.02954470196113,1
99,0.9546865776264422,11,105.16878739372143,75.92630960541854,1
67,0.6457323946370543,12,110.2143582552436,86.27002502657818,1
57,0.798604323372294,9,34.88707247207738,33.196631509990986,1
51,0.8696616639077129,20,67.62168192029182,63.551777373547445,1
94,0.9482044679076174,9,117.09513918567215,92.42799578091852,1
63,0.6949607223575323,19,45.09867065440723,68.48565523088864,1
52,0.8176314675876639,15,9.692841012826044,74.9118584723063,1
56,0.6907171493150807,18,115.10092954454942,25.36126456480736,1
62,0.6041199552282315,14,60.24673904800406,67.35782764451518,1
59,0.7890340986307137,15,67.34166882816822,93.27409422925744,1
100,0.8514938595272777,14,23.91871636597978,77.50605680010527,0
72,0.8501403568101963,19,89.47360300713117,84.41044672413047,1
73,0.7006402495091903,3,28.17128872297118,89.35090390742992,1
56,0.8740128054608713,18,82.60186220329432,82.20580047124359,1
67,0.6984825311144914,3,61.97453275501071,75.25114067889754,1
64,0.6646563351053045,14,13.829924911835803,62.05366496179494,1
53,0.8939108608640759,20,33.48650761502961,64.0381621871558,1
44,0.6263964722907597,17,42.485902342119545,74.96794200226385,1
51,0.7451933479714479,7,45.20246025114234,75.0683794811423,1
77,0.908298240128852,2,28.670000981361742,42.49621926312586,0
47,0.9453165673241507,17,35.63221886499318,60.43134613629971,1
58,0.6470349587266362,15,85.5223823456777,79.67224564646571,1
53,0.8006224956998094,1,19.41573220531557,88.45164044539783,1
53,0.8160692400850068,16,11.054279800068166,94.59180435486505,1
91,0.7717033150559481,9,117.42472513697369,60.98044786378294,1
100,0.617133262457859,8,13.98414939656921,32.99627257701184,1
71,0.7464795840013473,13,78.52502005888904,56.919183012446695,1
59,0.8731786034525972,4,39.18326227722475,32.30303754734604,1
67,0.7712810883639096,0,32.989651082121526,76.40295935156382,0
99,0.9040039427975194,5,35.803639776555386,80.39982573784204,0
60,0.6731676882261168,7,67.21033446348272,63.62151714123115,1
63,0.6680248133547668,4,29.925649436984486,29.714785066131068,1
84,0.713397007541813,5,50.95767423174216,27.400278889089932,1
98,0.9464122624022776,4,69.61271882793643,65.90177726594756,0
42,0.728309392448814,15,108.53447718576298,58.60423098882357,1
87,0.8192393011563673,13,54.130570787153985,37.631678311674186,0
75,0.7955075491693193,9,91.05896041859474,66.39890328535174,1
49,0.676548549917986,18,28.643194844060453,61.981061582621706,1
78,0.8744205305959256,9,43.375130223085165,33.087957044314884,0
76,0.7535592907110118,0,64.59424758144607,57.710589697238845,0
82,0.6258812102206248,6,36.15703437985655,44.015756845065795,1
79,0.7481166177397529,17,75.67318545730211,47.23276587819025,1
52,0.9332143744091199,10,71.93398963541611,29.30890985979231,1
75,0.6145378442684397,19,11.976048508604176,69.01504146302705,1
43,0.966782569792272,16,56.65813829397561,93.88543203929002,1
86,0.9602632477875503,16,20.318920516779862,85.69675317528555,0
46,0.9122037210269998,20,36.11348894643568,65.93173062797217,1
95,0.6907235828491322,11,55.720705178246845,35.137392900599174,1
78,0.6219717736681355,3,19.472787916689605,24.249956989936745,1
52,0.8714806698142586,15,33.461410830939265,51.85749023204909,1
57,0.743895527445463,7,58.88060309542831,42.21552158129565,1
81,0.8211817613228009,20,57.868463380129214,27.347489758353824,0
41,0.8910089238402095,3,106.04383789841108,55.84496930854898,1
67,0.9238824010174187,11,22.833444762465778,38.746822925390845,0
75,0.946967308356411,19,101.07106919855609,70.60576916537383,1
82,0.9759193113803221,5,17.564723569033553,40.69935647063624,0
77,0.8635461174270678,16,31.276142436008342,64.50533384938771,0
75,0.7457113764798212,19,6.11287931952249,26.422197565033247,1
94,0.9329567398033692,9,99.56228713040578,72.25434393747756,1
60,0.7644168341358037,0,15.403008796915664,44.075678793262604,0
65,0.782842486488874,8,110.0883863605345,28.645600776251793,1
89,0.645185054303212,0,91.48582668290057,40.121939594027914,1
45,0.9527526439648653,17,91.02489785807393,21.255522891506054,1
41,0.8303668393836918,18,102.85510074689074,80.57982414728735,1
96,0.8613033714388468,3,109.78069519084515,70.49863049235717,1
42,0.6301284644717824,19,22.853688356966114,24.51525673165632,1
76,0.9718391782981801,15,30.007240005883,83.62716516066959,0
79,0.9585762691887959,4,104.56029957701793,44.130385732343285,1
56,0.8576746339021555,11,73.15175888704741,63.581527552292364,1
59,0.7292756412099288,5,66.74703733744064,77.67774592877757,1
47,0.8126178210161206,12,98.53470762952232,43.93649363871316,1
96,0.8292413901758023,18,5.592038078964558,53.20214174523829,0
51,0.65439056054427,3,53.12020116466222,85.97162897592753,1
49,0.6768437243823795,0,65.46221927187482,22.996317783229873,1
86,0.9781855921010343,4,58.43466255420615,31.0184376010033,0
79,0.7534085071989609,12,13.195815837542646,28.05392921569189,0
68,0.9410059476063899,14,67.60401855832569,89.32568294837081,0
46,0.8387621222235632,5,45.666925423924106,88.55428075185671,1
74,0.7735818726962795,8,76.69691325147356,84.02644866447092,0
41,0.6053052441456754,19,97.44836665471283,29.279530923956845,1
45,0.8811908329537885,19,76.52259492953496,75.48521099145125,1
68,0.7599824495675305,1,51.669675215099566,90.12752045235925,0
40,0.8319322682347184,16,34.8282580304436,33.56137818929134,1
57,0.9498809952540075,4,35.55982191923423,20.415625482805947,1
84,0.9093498374809922,9,76.9168928719031,64.22664502765528,0
97,0.7234806905580902,3,109.11929280660574,51.78375896864064,1
68,0.6535922702295186,6,94.89167174023413,59.141932604733384,1
79,0.8460557643495097,1,104.38152886960839,84.96272427953028,1
96,0.9580009396888403,9,109.08168556003478,86.80441272185074,1
46,0.8096580768561733,9,57.801822968286245,45.281388714006866,1
89,0.9446804201471429,0,10.772377826148073,42.07198267427149,0
99,0.6083914018283605,1,46.09552265856043,84.01551717506146,1
55,0.8545685990859884,14,98.31955092347938,52.590546512431494,1
60,0.7864809637210128,17,104.19552927075294,29.230497710695666,1
97,0.9561613677360101,10,97.94353860570503,90.98796626291852,1
46,0.7978728052953866,0,32.13292195035348,90.87465427888971,1
59,0.6156539364533553,15,64.88747456215518,63.052536426826826,1
92,0.7168105793803049,16,30.40025053923096,44.549603836023536,1
67,0.6426249131541875,16,23.61169977212481,78.47225233738314,1
40,0.6085612059102223,16,11.21751453024165,78.6221521459073,1
46,0.6869580255948153,8,68.76839635599563,91.98164407876445,1
95,0.8296661105317913,13,70.31335705436575,60.290302038221824,0
86,0.6739711982381661,12,97.30765113411738,34.507263097464055,1
47,0.8669118066912223,2,116.67989140619245,70.1468850565213,1
45,0.8813900776277686,10,85.8232237708979,53.48871815679448,1
71,0.8338331543762117,18,119.95647383676126,50.813894173290294,1
55,0.778947064753932,8,7.678314994313782,87.18587446841482,1
82,0.6412908090678129,15,98.86263485196801,38.1784010516411,1
72,0.8496642483494173,10,72.59689074466402,74.48927653594875,0
41,0.871009141744161,14,20.732034581734066,76.55238993036157,1
99,0.7749330144763146,14,25.314317541481508,32.48721171026402,0
84,0.7982739777684472,8,14.028669426242047,28.547205929333025,0
71,0.7159411134394791,18,25.54348640213801,54.839009299632174,1
41,0.9651246841385974,4,58.61000240527611,23.138519403301544,1
63,0.7083215514405546,13,65.06229675759332,58.816980233382324,1
77,0.8262836490107011,16,57.35850742411417,35.66348888410052,0
86,0.8381468698310707,8,48.61561657357419,73.29588986401298,0
93,0.8141013317396465,1,85.21432754978936,58.72774454952825,1
98,0.785233253598236,1,94.32018073927172,22.491016190743753,1
99,0.9720510784430302,7,23.625709026089407,32.1642544839229,0
85,0.7200947032424194,2,60.64907056679299,64.00967757287745,1
64,0.7385435580046582,10,95.74564344017358,93.04532478454155,1
63,0.7642104345254934,12,6.338356572959551,38.87842694233799,0
62,0.8781785262691592,13,115.50351430186527,48.41762850672204,1
86,0.873171765634184,1,9.361798437134373,45.31883803832538,0
93,0.804286975569346,2,108.11846757155202,93.05757070531182,1
89,0.6402497854905599,7,95.07572125903945,78.7297104186928,1
54,0.6820800134086251,14,115.2719809144029,65.28389693781087,1
52,0.6850794649566517,8,70.960578951564,62.917220387615316,1
66,0.8471284457244879,4,18.213013099451032,34.80881979734332,0
43,0.7481191473762175,9,76.8383102251728,49.777580533110125,1
72,0.6163552923198792,13,88.30425458180048,40.51430005020961,1
85,0.6112852158751287,14,106.08262328858733,76.88830444815484,1
92,0.6677428094329363,8,31.21165846665783,34.6706333422927,1
72,0.9222351299353224,3,35.39142416758541,79.72812890769389,0
99,0.697232136751977,6,104.60561715795914,37.344110661511934,1
85,0.6241007722508642,13,33.51257227992244,39.6038422689991,1
72,0.8688776159849343,6,66.76899879206218,61.91889205987921,0
78,0.7719902467149955,13,113.33321587117156,22.632854539691223,1
65,0.8820700964524599,11,82.64090035880437,92.29074511579495,1
73,0.6126579977279835,5,38.14659547814942,77.62434280498607,1
99,0.9537511748139832,6,11.562668862748218,92.84413109200264,0
60,0.7120849604298489,8,78.2204409048815,26.159873778030953,1
92,0.8274067707877322,14,106.59123769544601,34.7442299026723,1
90,0.6660541450236087,1,25.166218946359272,90.06552984210342,1
44,0.7959172885181958,9,27.752141769319024,84.80144263051187,1
96,0.6925625278873552,5,11.769075909223393,66.75937876236836,1
78,0.688890161413929,3,83.64170563643,45.11912020226116,1
78,0.831686223947198,5,21.324013270494113,31.211817249627384,0
50,0.8187832870802586,16,40.80592392497811,75.87827184196982,1
82,0.9340332884835408,4,97.71082417981808,71.47765992391112,1
77,0.882791684850841,20,105.13168724194561,51.345329613742024,1
83,0.8650905901123411,0,54.24417712210448,43.902759934806525,0
56,0.7097038274086762,9,41.96703004909675,33.18561922983068,1
78,0.9585009438482168,12,11.18913221271709,69.76851984661066,0
70,0.7238409142130372,10,67.02530547390245,74.36089405192006,1
71,0.8417554559298375,14,82.470604013542,23.631014071206657,1
71,0.7035628274015998,17,103.14138212018115,45.621820176106255,1
72,0.8491782848158197,4,101.08639618620907,75.62014903964817,1
55,0.7784190831139715,20,117.64674001150634,89.80991884675737,1
46,0.9063881595930054,19,111.70121821071471,47.62288489075088,1
96,0.8667224651267887,10,23.505432276761912,57.96560663162214,0
60,0.9721865156532812,12,61.289174766266584,68.79257517204833,0
57,0.8685077826627012,4,73.55398228584517,31.092871944048753,1
68,0.6445517250723657,16,98.30257805439568,87.6709458445603,1
41,0.7652812833609597,0,16.990913196535104,35.12887582273042,1
55,0.8019115927127609,18,113.58049558782973,82.67993969416433,1
95,0.7634341967529179,20,75.11890455703853,59.25523887850666,0
62,0.7548406689000466,2,77.58423422389649,44.25028954107091,0
59,0.8594917161193023,14,20.06779079602522,59.692122493202355,1
59,0.7549195738879693,3,101.81672245118564,33.58734575290082,1
59,0.8638992114854818,1,85.22554169815183,68.38673950601824,1
65,0.9539494424594823,3,71.69864755323911,68.2563569170722,0
75,0.872410774781608,0,25.546131880969146,28.053819787543848,0
92,0.8362931014861569,13,75.24898239562755,26.057077501535293,0
91,0.6498264326947143,10,105.77279190727941,25.123594597634685,1
82,0.6176531569502917,15,63.41820447962359,60.13792566695022,1
82,0.6126147228255236,13,102.72134997285382,69.26613137474547,1
89,0.7183206967973408,8,51.74649251410186,25.85943786786524,1
62,0.7142607538016577,11,109.52525190773197,93.24883238798803,1
60,0.7121189628248024,5,69.70331601594982,87.04062658222993,1
42,0.9720205706269737,20,52.42550277621444,31.012109836457196,1
53,0.6644932500723938,14,62.108380327368955,60.456227118934855,1
44,0.8480706461305466,0,6.575970212457074,24.635894011805576,1
81,0.9493434555141635,18,117.70363060895411,42.23314572441698,1
71,0.8463327382878039,3,34.68046225353815,78.95093897237334,0
75,0.7596180449803455,17,35.79202168621882,70.57755666170664,0
87,0.6855663304914951,3,54.03476707967488,85.25104766146634,1
71,0.9156464307082977,1,71.69000386388552,83.4773414561358,0
49,0.825574156826735,3,99.03160793496684,32.30341909372681,1
78,0.6045747281361415,16,49.881801154315156,83.241255933315,1
44,0.9210586717498155,13,65.40496198222627,26.010015849584107,1
59,0.9426523763972869,14,46.15695077205393,55.61303089697634,1
98,0.7323448649832975,3,10.861840373725508,79.84589044453385,1
45,0.9712380849934079,7,80.0846218049401,59.49934284047643,1
46,0.8419485467026191,6,80.2767705469818,23.78938747011413,1
45,0.7242848898894546,9,22.549200158911745,42.59755560749667,1
54,0.6842653035302475,11,64.09866253893163,54.394351470658535,1
42,0.8503566940699588,16,44.9583689021216,72.38284517404895,1
54,0.9390777539192452,15,71.08987592320102,40.12910846160541,1
86,0.8708744517359048,4,31.731953852139103,88.3435590286603,0
44,0.8538698483428617,11,72.04083468378255,64.76715298607465,1
50,0.7128673925353768,14,81.46276348950155,73.1515572492605,1
83,0.7822837832948952,5,85.28925267935394,79.23052842877328,1
59,0.8264564938870361,1,34.55152118493824,94.67487231841311,1
92,0.8379356799816855,1,20.34541703108751,27.893172525156718,0
50,0.9559902229320569,11,53.067397286661574,25.479760864328163,1
50,0.6328925664000995,11,9.754968638198983,78.18338683191752,1
80,0.9390940144282436,13,68.33509367050539,24.709012288599553,0
50,0.9053137950837093,9,64.49332178245123,21.73357244647884,1
96,0.8097504424782062,2,36.79842262193304,34.59052578762389,0
77,0.7490305465494671,16,18.044825079699105,49.2046172361016,1
80,0.6872248238100689,3,84.49171374550184,50.540537351986046,1
40,0.840319132186069,5,87.95607411870351,82.97826621619924,1
80,0.6001115548526205,12,119.6870103936611,58.33123401018939,1
58,0.8107516621405668,11,32.83989027278025,70.79858994115277,1
88,0.9287076426182677,17,109.73286108041779,83.48098139322715,1
93,0.8339431102714334,16,97.19797147034694,82.72039721505702,1
40,0.8947098370382114,12,52.109170667061676,22.83886964744736,1
94,0.8272771533669276,4,19.939346870064075,71.61127010754876,0
43,0.6622813057763617,19,111.58285413537195,88.7461116686686,1
92,0.9260836745195244,14,118.4832641666959,69.60850877116758,1
59,0.6749197654008353,15,53.442869031081024,55.023620622331755,1
66,0.9008542720595458,9,20.95443086764358,21.48563348265143,0
86,0.6252403180832581,5,25.31130006913644,26.418233094609285,1
67,0.6760434974741795,19,12.641031233468738,24.39622290203493,1
80,0.7426779416946288,18,70.2888890091554,39.78902835511907,1
40,0.8927097664396111,16,71.53744355640715,36.17425307062795,1
42,0.941977030914841,10,8.200226796535606,93.50373000921402,1
93,0.7798633568681448,3,17.18285672908956,80.92292502969438,0
99,0.636843049871168,3,24.59712732727028,66.29120216542373,1
43,0.7669284188758358,4,13.655077222529817,55.791844231559374,1
44,0.909595191580062,9,12.918279572148244,84.31056401763894,1
61,0.6879225290962514,8,52.790201061254685,63.85261425671298,1
42,0.6093704345852834,4,81.48449528867587,84.80015066869547,1
78,0.894256349813264,12,117.65073259737623,88.53940392400591,1
50,0.7351634881030459,20,36.060564881431375,42.32777233383696,1
61,0.9481724315541924,16,27.379503185527774,36.67280720932863,0
49,0.7578105929841764,9,47.068738231974585,51.632122098486164,1
76,0.8421499921765208,12,52.97573588819495,38.97384245630672,0
87,0.8036651882240436,18,85.78851699562992,34.315744028851114,1
62,0.9016780061039622,1,102.99569933636857,72.46454474046158,1
73,0.8213991717058874,4,32.805143982496304,54.061351837158455,0
87,0.6220752279749194,0,98.83232707998515,74.72145462239686,1
69,0.7310828450244016,8,116.01058682192051,88.04424864828255,1
48,0.6535580764445073,6,84.50532080344331,83.25933914291107,1
87,0.7334226623344727,19,93.33805247577234,85.81599154086975,1
70,0.7059828761100782,5,12.147204915950553,83.28186199509086,1
62,0.6210512768659435,11,54.44372414098116,62.65017070932125,1
60,0.9437518061438523,6,54.92165707428927,36.44960520011536,0
43,0.813338410123967,0,68.96167414297184,21.39361532691035,1
89,0.6459117954588736,20,102.73375724167038,55.08845882817327,1
56,0.7759130784346979,12,8.162190574304223,39.477717984444155,1
60,0.7141356933417573,7,85.15076006310211,85.67341182779504,1
84,0.8890059860880299,17,22.367458300127314,89.76285325669471,0
83,0.8415168061132583,11,60.335635897281854,93.23645772447797,0
96,0.6738966343254417,19,90.87724839731547,45.40088423116972,1
90,0.7204723194118863,20,47.13949772769294,71.22548804826855,1
72,0.8399943635316471,7,8.993760140369208,47.47809886434519,0
79,0.878375836883901,1,54.83018405574982,93.22075557865563,0
98,0.6646387932553722,9,119.78255695313688,84.82195446530459,1
55,0.860877287095524,10,37.08129132610951,76.34534395351125,1
91,0.6995203870965799,8,13.007407982319904,40.01515451037862,1
82,0.6265945858369176,17,8.394250833590515,83.54228583178715,1
61,0.8457081306562837,5,119.84574625096023,78.31425595695916,1
66,0.6757135092796421,19,12.912014626494557,20.757655833246325,1
65,0.7454702789321749,13,112.77436265776498,20.882417044127813,1
65,0.6911920237602776,14,113.6289246950432,46.64743792084941,1
45,0.8272947298848604,8,51.688427178858475,26.60380906319703,1
66,0.6467746315338799,15,86.62822933942878,35.86492668751758,1
46,0.9513287103747038,2,7.918668796355782,90.77552250209725,1
46,0.7379859884620478,12,43.32480887545815,27.972940262193948,1
59,0.7925767626385859,7,57.64793941290757,40.43844921575307,1
99,0.7585768535256939,15,119.58726542508775,31.559140142269058,1
65,0.7251126476610544,10,69.44071732584842,76.29053041845353,1
90,0.694986600043083,14,109.0854636704657,60.813616514880145,1
67,0.6733476189942946,18,95.14286410455928,36.200422734493145,1
40,0.692094856664128,13,98.01383020905372,67.95759703075036,1
87,0.8000001357320863,9,20.608846055958786,93.02248878316428,0
45,0.7045257179831543,19,90.9383278971511,75.75318592611285,1
57,0.7988535455974379,9,51.041720907883004,42.46128766348523,1
65,0.6740534578481993,19,28.550838100364825,39.885757121056045,1
